step,Loss/train,Loss/val,Metrics/l2_distance,Metrics/cosine_similarity,LR
0,2.773728132247925,1.5709803104400635,1.0108227729797363,0.9647340774536133,9.990133548853919e-05
1,1.348823070526123,1.3047490119934082,0.5512691140174866,0.9706705808639526,9.960573515854776e-05
2,1.1655185222625732,1.2499991655349731,0.44914549589157104,0.9694516658782959,9.91143606370315e-05
3,1.0904333591461182,1.2453728914260864,0.3935379385948181,0.9812562465667725,9.842915460467339e-05
4,1.028352975845337,1.1499909162521362,0.3283712863922119,0.9785270094871521,9.75528237177059e-05
5,0.9930918216705322,1.177075982093811,0.32530906796455383,0.9766483306884766,9.648882405599579e-05
6,0.9483039379119873,1.1138966083526611,0.2475939244031906,0.9851328730583191,9.524135384708643e-05
7,0.9018623232841492,1.0665379762649536,0.2275051474571228,0.9857481122016907,9.3815331638325e-05
8,0.8914726972579956,1.0684535503387451,0.21425111591815948,0.9868131875991821,9.221639629686251e-05
9,0.8743947744369507,1.087820053100586,0.20052707195281982,0.9896366596221924,9.045084880199283e-05
10,0.8596962690353394,1.0426629781723022,0.1860470026731491,0.9875839948654175,8.852565952111036e-05
11,0.839344322681427,1.0341010093688965,0.18981175124645233,0.9886374473571777,8.64484318299219e-05
12,0.8253247737884521,1.098724603652954,0.19531624019145966,0.9896930456161499,8.422735845670104e-05
13,0.8302980661392212,1.0764871835708618,0.1801624894142151,0.9930638074874878,8.187119965441525e-05
14,0.8216860294342041,1.0678874254226685,0.18063531816005707,0.9884708523750305,7.938926137285307e-05
15,0.7910481095314026,1.011925220489502,0.13960520923137665,0.9925578236579895,7.679133705096319e-05
16,0.7757834196090698,1.0092391967773438,0.13943815231323242,0.9920857548713684,7.408768578898162e-05
17,0.7851849794387817,0.9977439641952515,0.16182246804237366,0.9909775853157043,7.128896686481312e-05
18,0.7486252784729004,1.0194734334945679,0.15461310744285583,0.9908632040023804,6.840622518211603e-05
19,0.7554249167442322,1.0179682970046997,0.13963942229747772,0.9911414384841919,6.545084761455655e-05
20,0.7491778135299683,1.0140498876571655,0.15040840208530426,0.9866390228271484,6.243449752219021e-05
21,0.7247689962387085,0.9971346259117126,0.12980172038078308,0.9920315146446228,5.93690674577374e-05
22,0.7349382042884827,0.9903405904769897,0.14811982214450836,0.9892904758453369,5.626666097668931e-05
23,0.7326582074165344,0.9916375875473022,0.12696923315525055,0.9918698668479919,5.3139527153689414e-05
24,0.7175157070159912,1.009785771369934,0.14310167729854584,0.9890426993370056,4.999999873689376e-05
25,0.7030704021453857,1.008835792541504,0.13179481029510498,0.9912124872207642,4.686047395807691e-05
26,0.6891412138938904,0.9898592829704285,0.13975730538368225,0.9873477816581726,4.3733340135077015e-05
27,0.7070226669311523,1.0007071495056152,0.11779265850782394,0.9918724298477173,4.063093365402892e-05
28,0.6992584466934204,0.9723814129829407,0.1298670470714569,0.988231360912323,3.756550722755492e-05
29,0.6698703169822693,0.9894136190414429,0.11307795345783234,0.9926242232322693,3.4549149859230965e-05
30,0.6724169254302979,1.013021469116211,0.13931584358215332,0.9876054525375366,3.1593772291671485e-05
31,0.6679348349571228,1.0073899030685425,0.1308242529630661,0.9888806343078613,2.8711036065942608e-05
32,0.6534467339515686,0.992483377456665,0.124107226729393,0.9886280298233032,2.591231714177411e-05
33,0.6422374248504639,0.9890223145484924,0.11485525220632553,0.9890595078468323,2.3208660422824323e-05
34,0.6416404247283936,0.9912603497505188,0.11077388375997543,0.9909863471984863,2.061073791992385e-05
35,0.6285076141357422,0.9855863451957703,0.11038017272949219,0.9911323189735413,1.812879963836167e-05
36,0.6269725561141968,0.9743111729621887,0.10982441157102585,0.9893137812614441,1.5772644474054687e-05
37,0.6320456862449646,0.9942736029624939,0.1244933009147644,0.9862527251243591,1.355156837234972e-05
38,0.6209897398948669,0.9888542890548706,0.10838846117258072,0.9894101619720459,1.147433795267716e-05
39,0.6257228255271912,0.9981799125671387,0.11194098740816116,0.9898338913917542,9.549150490784086e-06
40,0.6124456524848938,0.9887809157371521,0.11414513736963272,0.9884900450706482,7.783603905409109e-06
41,0.6073510050773621,1.0049852132797241,0.11729951202869415,0.987759530544281,6.184665835462511e-06
42,0.599861741065979,0.9911750555038452,0.11012735217809677,0.9890313148498535,4.758647264679894e-06
43,0.611194372177124,0.9956594109535217,0.11184172332286835,0.9884474873542786,3.5111756915284786e-06
44,0.594146192073822,0.9870914220809937,0.1123582273721695,0.9876829385757446,2.447174210828962e-06
45,0.6007087826728821,0.9851205348968506,0.1084180697798729,0.988645613193512,1.570841959619429e-06
46,0.5952737331390381,0.9821210503578186,0.10650938004255295,0.9887600541114807,8.856374620336283e-07
47,0.5873951315879822,0.992759108543396,0.11165526509284973,0.9877539873123169,3.942649300370249e-07
48,0.5864201188087463,0.9902271628379822,0.11020990461111069,0.9879978895187378,9.866357686405536e-08
49,0.5858114361763,0.9885624647140503,0.11050445586442947,0.9878674149513245,0.0
