step,Loss/train,Loss/val,Metrics/l2_distance,Metrics/cosine_similarity,LR
0,0.7275501489639282,0.037335481494665146,1.6852833032608032,0.9826209545135498,9.990133548853919e-05
1,0.5433885455131531,0.012003733776509762,1.2541007995605469,0.9842884540557861,9.960573515854776e-05
2,0.5417885184288025,0.013882921077311039,1.0902211666107178,0.9898442029953003,9.91143606370315e-05
3,0.4769763648509979,0.0052843401208519936,1.0412882566452026,0.9839947819709778,9.842915460467339e-05
4,0.43947502970695496,0.008383705280721188,1.4020473957061768,0.9677079916000366,9.75528237177059e-05
5,0.46187758445739746,0.0070274705067276955,0.9521105289459229,0.9856569170951843,9.648882405599579e-05
6,0.3852444589138031,0.0056441063061356544,1.041053056716919,0.9837424755096436,9.524135384708643e-05
7,0.35712507367134094,0.007665753364562988,1.2063710689544678,0.9781219959259033,9.3815331638325e-05
8,0.3068508803844452,0.003525874810293317,0.9367600083351135,0.9834980964660645,9.221639629686251e-05
9,0.33665773272514343,0.005006041843444109,1.2454801797866821,0.9694250822067261,9.045084880199283e-05
10,0.3485608696937561,0.005691287107765675,1.0281580686569214,0.9823298454284668,8.852565952111036e-05
11,0.29702329635620117,0.008013463579118252,1.1855005025863647,0.9686668515205383,8.64484318299219e-05
12,0.3270418643951416,0.006206317339092493,1.08522629737854,0.9790841341018677,8.422735845670104e-05
13,0.3190600275993347,0.006892323959618807,1.3343725204467773,0.9600891470909119,8.187119965441525e-05
14,0.2840535640716553,0.004813756328076124,1.0932939052581787,0.9759963750839233,7.938926137285307e-05
15,0.2876593768596649,0.00390981137752533,1.0233421325683594,0.9727573394775391,7.679133705096319e-05
16,0.27629101276397705,0.004778780974447727,1.1017154455184937,0.9710274338722229,7.408768578898162e-05
17,0.3179592192173004,0.006083597894757986,1.1080400943756104,0.9710817933082581,7.128896686481312e-05
18,0.2695337235927582,0.0056467303074896336,1.1460809707641602,0.9605551958084106,6.840622518211603e-05
19,0.2615039348602295,0.004889729432761669,1.2676836252212524,0.959818422794342,6.545084761455655e-05
20,0.21031129360198975,0.005105649586766958,1.202410340309143,0.9621302485466003,6.243449752219021e-05
21,0.22987763583660126,0.006736487615853548,1.3066333532333374,0.9549643993377686,5.93690674577374e-05
22,0.23991994559764862,0.005173929035663605,1.2340326309204102,0.9537547826766968,5.626666097668931e-05
23,0.24791251122951508,0.005134877283126116,1.2702727317810059,0.9555830359458923,5.3139527153689414e-05
24,0.20950889587402344,0.004877246916294098,1.2144745588302612,0.958796501159668,4.999999873689376e-05
25,0.21341226994991302,0.007522425148636103,1.2640116214752197,0.9501655697822571,4.686047395807691e-05
26,0.17359891533851624,0.006589600350707769,1.2910269498825073,0.9456802606582642,4.3733340135077015e-05
27,0.1957174837589264,0.00448250025510788,1.1997441053390503,0.9469714760780334,4.063093365402892e-05
28,0.20687438547611237,0.004275577608495951,1.1859722137451172,0.9463727474212646,3.756550722755492e-05
29,0.1594552993774414,0.0039577544666826725,1.2110837697982788,0.9466967582702637,3.4549149859230965e-05
30,0.15854987502098083,0.005613725632429123,1.3846198320388794,0.9330973029136658,3.1593772291671485e-05
31,0.1301438957452774,0.005192833952605724,1.2551226615905762,0.9422287344932556,2.8711036065942608e-05
32,0.15059736371040344,0.004397268872708082,1.2943713665008545,0.9412937164306641,2.591231714177411e-05
33,0.13720381259918213,0.0042155287228524685,1.2310048341751099,0.9403092861175537,2.3208660422824323e-05
34,0.14788953959941864,0.0049120276235044,1.2992653846740723,0.9423047304153442,2.061073791992385e-05
35,0.14582175016403198,0.004067849367856979,1.2124850749969482,0.9389654397964478,1.812879963836167e-05
36,0.1289244443178177,0.004078380763530731,1.2393490076065063,0.936057448387146,1.5772644474054687e-05
37,0.11593565344810486,0.004398007411509752,1.2583668231964111,0.9385294318199158,1.355156837234972e-05
38,0.11457875370979309,0.004431233275681734,1.2866536378860474,0.9350672364234924,1.147433795267716e-05
39,0.12096530199050903,0.004446140490472317,1.286523699760437,0.9270768761634827,9.549150490784086e-06
40,0.1260540634393692,0.005163299851119518,1.3666324615478516,0.9253873825073242,7.783603905409109e-06
41,0.1060548797249794,0.004766625352203846,1.3552381992340088,0.9200431108474731,6.184665835462511e-06
42,0.11714152991771698,0.004961058963090181,1.3246277570724487,0.9253109097480774,4.758647264679894e-06
43,0.12793532013893127,0.004773058462888002,1.3395264148712158,0.9240782856941223,3.5111756915284786e-06
44,0.11660991609096527,0.004361547064036131,1.2534133195877075,0.9253785610198975,2.447174210828962e-06
45,0.12285570800304413,0.004718720447272062,1.3620883226394653,0.918677806854248,1.570841959619429e-06
46,0.1267937421798706,0.00406586192548275,1.243335485458374,0.927390456199646,8.856374620336283e-07
47,0.11420315504074097,0.004747630562633276,1.3336246013641357,0.9271492958068848,3.942649300370249e-07
48,0.1063588559627533,0.004416093695908785,1.2831690311431885,0.9293702840805054,9.866357686405536e-08
49,0.11033540964126587,0.004501639399677515,1.2616503238677979,0.9305093288421631,0.0
